PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FPTS/$,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,OWNERSHIP
6413161,"Adem Bona",3300,C,PHI,UTA,121981,1350567,,10,4.9,2.07,0.21,0,0.64,0.23,0.64,5.11,6.97,7.18,0.87,2.28,2.37,1.62,0,2.59,1.66,2.37,1.62,9.67,9.67,9.22,2.79,0.47%,128,149,SUN,245359,193,6413161,5.31,13.62,0,0,0.01,5.38,7.43,9.22,11.01,13.83,14.85,19.98,
6448297,"Justin Edwards",4000,SF/PF,PHI,UTA,121981,1465002,,32,13.46,3.98,2.49,1.48,1.13,1.01,0.45,15.95,17.44,19.93,1.46,6.47,7.33,3.27,4.3,3.15,2.47,11.63,4.75,25.22,25.22,25.27,6.32,17.84%,128,149,SUN,288782,195,6448297,18.45,33.63,21.08,21.08,33.52,18.38,22.21,25.27,28.59,33.69,35.48,44.41,
1348,"Kevin Durant",9100,SF/PF,PHO,DAL,121979,329525,,37,26.81,6.11,4.24,2.38,2.28,0.81,1.46,31.05,32.92,37.16,2.27,10.35,13.44,7.07,5.87,6.57,5.51,19.31,9.45,45.03,45.03,45.64,5.02,0.0%,153,140,SUN,12157,197,1348,36.07,56.27,0,0,0,35.91,41.15,45.64,49.63,56.11,58.61,70.58,
13898,"Bradley Beal",6400,SG/SF,PHO,DAL,121979,606912,,34,17.96,4.16,4.57,1.99,1.95,0.98,0.29,22.53,22.12,26.69,1.27,8.73,9.42,4.85,4.86,2.84,2.3,14.28,6.84,31.67,31.67,32.61,5.1,0.0%,153,140,SUN,12371,198,13898,24.38,41.29,0,0,0,24.46,28.9,32.61,35.82,41.5,43.73,53.36,
16798,"Mason Plumlee",3600,C,PHO,DAL,121979,510790,,20,4.67,7.91,2.23,0,0.81,0.3,0.59,6.9,12.58,14.81,0.89,10.14,2.56,1.6,0,2.18,1.48,2.56,1.6,19.37,19.37,19.31,5.36,0.0%,153,140,SUN,12465,199,16798,14.3,25.02,0,0,0,14.24,17.14,19.31,21.72,25.1,26.55,33.31,
18938,"Tyus Jones",4300,PG,PHO,DAL,121979,842297,,18,5.31,1.93,3.9,0.92,0.91,0.53,0.08,9.21,7.24,11.14,0.61,5.83,2.58,1.12,2.24,0.37,0.32,4.82,2.04,14.4,14.4,14.8,3.44,0.0%,153,140,SUN,12049,200,18938,9.56,21.24,0,0,0,9.44,12.5,14.8,17.35,21.18,22.97,31.13,
18949,"Devin Booker",8900,PG/SG,PHO,DAL,121979,845564,,37,26.79,3.66,7.72,2.53,2.53,0.81,0.3,34.51,30.45,38.17,1.11,11.38,12.55,6.04,7.17,8.03,7.15,19.72,8.57,43.56,43.56,45.49,5.11,0.0%,153,140,SUN,12068,201,18949,35.77,56.14,0,0,0,35.58,41.42,45.49,49.81,56.42,58.96,71.41,
37872,"Royce O'Neale",3900,SF/PF,PHO,DAL,121979,604479,,20,6.67,3.28,1.41,1.76,0.51,0.73,0.14,8.08,9.95,11.36,0.87,4.69,1.34,0.57,4.43,0.36,0.25,5.77,2.33,14.82,14.82,15.25,3.91,0.0%,153,140,SUN,38247,204,37872,9.73,21.89,0,0,0,9.59,12.79,15.25,17.96,21.89,23.61,31.98,
409227,"Grayson Allen",4200,SG/SF,PHO,DAL,121979,842296,,24,9.52,2.82,2.39,2.06,1.01,0.71,0.28,11.91,12.34,14.73,0.99,5.21,2.14,0.99,4.62,1.6,1.35,6.76,3.05,18.45,18.45,19.14,4.56,0.0%,153,140,SUN,70596,205,409227,12.98,26.31,0,0,0,13,16.3,19.14,21.98,26.47,28.12,36.86,
1115482,"Bol Bol",5200,PF,PHO,DAL,121979,1134730,,17,7.53,4.36,0.83,0.98,0.79,0.18,1.05,8.36,11.89,12.72,1.23,5.19,3.51,1.95,2.72,0.9,0.69,6.23,2.93,16.91,16.91,16.79,3.23,0.0%,153,140,SUN,73472,207,1115482,11.44,23.13,0,0,0,11.36,14.49,16.79,19.26,23.21,24.94,32.59,
2439422,"Nick Richards",4600,C,PHO,DAL,121979,1067853,,24,9.42,10.23,0.77,0,1.28,0.17,0.91,10.19,19.65,20.42,1.08,11,5.34,3.48,0,3.37,2.46,5.34,3.48,24.81,24.81,25.33,5.51,0.0%,153,140,SUN,69992,208,2439422,18.91,32.38,0,0,0,18.75,22.41,25.33,28.01,32.39,34.34,42.14,
3583871,"Collin Gillespie",3100,PG/SG,PHO,DAL,121979,1070352,,6,2.76,0.89,0.7,0.45,0.26,0.2,0.13,3.46,3.65,4.35,0.33,1.59,1.04,0.54,1.03,0.41,0.31,2.07,0.99,5.61,5.61,5.68,1.83,0.0%,153,140,SUN,72400,209,3583871,2.32,9.9,0,0,0,2.07,4.13,5.68,7.23,9.81,10.84,16.01,
6413181,"Ryan Dunn",3000,PF,PHO,DAL,121979,1406029,,3,0.81,0.57,0.12,0.15,0.1,0.04,0.14,0.93,1.38,1.5,0.18,0.69,0.43,0.17,0.5,0.07,0.03,0.93,0.32,2.11,2.11,2.09,0.7,0.0%,153,140,SUN,245483,213,6413181,0,4.26,0,0,0,0,1.74,2.09,3.48,6.27,7.32,12.54,
18576,"Jerami Grant",5400,PF,POR,DET,121984,699826,,28,13.97,3.36,1.57,1.67,1.37,1.03,0.56,15.54,17.33,18.9,1.59,4.93,6.78,2.64,4.45,4.46,3.7,11.23,4.31,23.76,23.76,23.86,4.42,0.04%,147,132,SUN,12539,215,18576,16.91,31.39,0.6,0.6,5.39,16.75,20.81,23.86,26.65,31.47,33.51,41.88,
409191,"Anfernee Simons",7000,PG/SG,POR,DET,121984,1121307,,35,23.05,2.67,4.95,3.65,2.53,1.01,0.14,28,25.72,30.67,1.15,7.62,9.6,4.14,9.76,4.2,3.82,19.36,7.79,34.6,34.6,36.71,5.24,13.37%,147,132,SUN,75325,217,409191,27.26,47,11.41,11.41,20.05,27.02,32.63,36.71,40.79,47.16,49.97,61.95,
3587852,"Bryce McGowens",3000,SG,POR,DET,121984,1324323,,1,0.61,0.03,0.02,0.06,0.07,0.05,0,0.63,0.64,0.66,0.05,0.05,0.29,0.13,0.24,0.24,0.19,0.53,0.19,0.76,0.76,0.77,0.26,0.05%,147,132,SUN,179808,222,3587852,0,1.54,0,0,0,0.33,0.55,0.77,0.99,1.32,1.4,1.47,
3588077,"Shaedon Sharpe",6900,SG/SF,POR,DET,121984,1371494,,33,20.57,4.67,2.82,2.46,2.26,0.76,0.37,23.39,25.24,28.06,1.13,7.49,10.39,4.68,7.57,4.72,3.81,17.96,7.14,31.53,31.53,33.02,4.79,6.65%,147,132,SUN,181796,223,3588077,24.64,42.07,1.16,1.16,9.39,24.38,29.21,33.02,36.58,42.16,44.2,54.86,
3588078,"Jabari Walker",4000,PF/C,POR,DET,121984,1232517,,22,7.29,6.3,1.13,0.51,1.21,0.91,0.27,8.42,13.59,14.72,1.18,7.43,4.06,2.07,1.64,2.26,1.62,5.7,2.58,18.88,18.88,18.9,4.73,0.32%,147,132,SUN,149219,224,3588078,13.28,25.34,0,0,5.57,13.03,16.35,18.9,21.45,25.54,26.82,34.48,
4579355,"Justin Minaya",3000,PF,POR,DET,121984,1077488,,1,0.14,0.13,0.12,0.03,0.02,0.03,0.01,0.26,0.27,0.39,0.04,0.25,0.07,0.02,0.16,0.03,0.02,0.23,0.05,0.58,0.58,0.57,0.19,0.05%,147,132,SUN,70437,225,4579355,0,1.14,0,0,0,0.24,0.41,0.57,0.73,0.98,1.04,1.09,
4874521,"Rayan Rupert",3000,PG/SF,POR,DET,121984,1433295,,2,0.57,0.19,0.09,0.09,0.14,0.01,0,0.66,0.76,0.85,0.01,0.28,0.33,0.1,0.28,0.13,0.1,0.61,0.19,0.82,0.82,0.94,0.31,0.5%,147,132,SUN,267057,226,4874521,0,1.88,0,0,0,0.4,0.67,0.94,1.21,1.61,1.71,1.79,
4874522,"Scoot Henderson",5500,PG,POR,DET,121984,1357750,,27,14.33,2.72,4.98,1.6,3.25,1.21,0.18,19.31,17.05,22.03,1.39,7.7,7.67,3.18,4.58,3.99,3.17,12.25,4.78,25.98,25.98,27.19,4.94,2.98%,147,132,SUN,194861,227,4874522,19.54,35.76,0.91,0.91,13.87,19.49,23.86,27.19,30.52,35.91,37.96,48.48,
4878601,"Toumani Camara",5600,SG/SF,POR,DET,121984,1175364,,34,13.21,6.46,2.11,1.8,1.93,1.43,0.61,15.32,19.67,21.78,2.04,8.57,6.37,2.91,5.03,2.63,1.99,11.4,4.71,28.32,28.32,28.58,5.1,7.53%,147,132,SUN,89825,229,4878601,21.02,37.09,2.54,2.54,16.21,20.92,25.26,28.58,31.9,37.26,39.3,49.76,
4878619,"Kris Murray",3900,SF/PF,POR,DET,121984,1231166,,15,3.36,2.66,0.78,0.45,0.65,0.41,0.41,4.14,6.02,6.8,0.82,3.44,1.95,0.82,1.71,0.71,0.37,3.66,1.27,9.53,9.53,9.4,2.41,0.05%,147,132,SUN,149623,230,4878619,5.18,14.72,0,0,0,4.98,7.46,9.4,11.34,14.65,16.04,22.12,
5236297,"Duop Reath",3200,C,POR,DET,121984,948115,,18,8.76,2.95,0.85,1.37,1.02,0.47,0.5,9.61,11.71,12.56,0.97,3.8,3.64,1.73,3.92,1.53,1.18,7.56,3.1,15.47,15.47,15.84,4.95,1.44%,147,132,SUN,289503,231,5236297,10.32,22.3,0,0,7.41,10.24,13.4,15.84,18.28,22.42,24.13,32.17,
6413199,"Donovan Clingan",5300,C,POR,DET,121984,1405867,,24,8.15,9.48,1.57,0.2,1.5,0.69,1.5,9.72,17.63,19.2,2.19,11.05,5.47,3.09,0.74,2.18,1.39,6.21,3.29,26.95,26.95,26.3,4.96,1.6%,147,132,SUN,245063,232,6413199,19.88,33.97,1.56,1.56,10.84,19.98,23.27,26.3,29.33,34.14,36.16,45.52,
1053,"DeMar DeRozan",7900,SF,SAC,LAC,121985,457594,,38,25.01,4.42,4.97,1.07,1.87,0.58,0.32,29.98,29.43,34.4,0.9,9.39,14.87,7.15,3.08,8.68,7.49,17.95,8.22,38.6,38.6,39.46,4.99,11.63%,154,151,SUN,12233,233,1053,31.07,48.96,11.54,11.54,13.08,30.97,35.71,39.46,42.96,48.95,51.45,61.94,
13301,"Jonas Valanciunas",7300,C,SAC,LAC,121985,599780,,29,14.52,10.08,3.23,0.39,1.88,0.84,0.8,17.75,24.6,27.83,1.64,13.31,9.47,5.29,1.32,3.35,2.78,10.79,5.68,34.5,34.5,35.23,4.83,3.26%,154,151,SUN,12323,234,13301,27.02,43.71,3.54,3.54,8.84,27.04,31.76,35.23,38.7,43.91,45.9,55.33,
18622,"Zach LaVine",8300,SG/SF,SAC,LAC,121985,743777,,38,22.95,5.15,4.15,3.13,3.64,0.79,0.17,27.1,28.1,32.25,0.96,9.3,9.5,4.8,7.45,4.81,3.96,16.95,7.93,34.6,34.6,37.34,4.5,3.77%,154,151,SUN,12521,235,18622,28.21,47.01,3.25,3.25,6.6,28.07,33.33,37.34,41.35,47.36,49.62,60.65,
18942,"Trey Lyles",3500,PF/C,SAC,LAC,121985,845596,,19,6.04,4.66,2.29,1.25,0.75,0.53,0.26,8.33,10.7,12.99,0.79,6.95,1.71,0.74,3.47,1.18,0.81,5.18,1.99,16.69,16.69,17.14,4.9,0.97%,154,151,SUN,12072,236,18942,11.48,23.53,1.44,1.44,7.07,11.51,14.84,17.14,19.7,23.79,25.58,33.51,
35233,"Skal Labissiere",,,SAC,LAC,121985,891349,,1,0.4,0.12,0.12,0.05,0.08,0.03,0.01,0.52,0.52,0.64,0.04,0.24,0.2,0.09,0.14,0.09,0.07,0.34,0.14,0.76,0.76,0.8,32,0.0%,154,151,SUN,28022,238,35233,0,1.6,0,0,0,0.34,0.57,0.8,1.03,1.37,1.46,1.52,
3584031,"Keon Ellis",4700,PG/SG,SAC,LAC,121985,1231210,,34,10.87,3.99,2.34,2.45,1.35,1.81,0.81,13.21,14.86,17.2,2.62,6.33,2.43,1.14,5.72,1.51,1.25,8.15,3.59,25.68,25.68,25.17,5.36,8.52%,154,151,SUN,148680,241,3584031,17.6,33.78,7.07,7.07,19.93,17.54,21.61,25.17,28.48,33.81,36.1,45.51,
3587973,"Jake LaRavia",3300,SF/PF,SAC,LAC,121985,1175125,,25,7.11,4.27,1.9,0.99,1.88,0.79,0.39,9.01,11.38,13.28,1.18,6.17,3.04,1.21,2.59,2.38,1.75,5.63,2.2,16.74,16.74,17.22,5.22,3.83%,154,151,SUN,89808,242,3587973,11.63,23.69,2.38,2.38,9.85,11.4,14.69,17.22,19.75,23.8,25.32,33.17,
3588213,"Keegan Murray",5200,PF,SAC,LAC,121985,1231161,,35,12.25,6.51,1.63,2.06,1.14,0.86,0.65,13.88,18.76,20.39,1.51,8.14,5.31,2.47,5.94,1.39,1.15,11.25,4.53,25.9,25.9,26.43,5.08,5.77%,154,151,SUN,149626,243,3588213,19.4,34.84,6.84,6.84,14.79,19.45,23.19,26.43,29.67,34.91,37.15,47.13,
6413219,"Devin Carter",3000,PG/SG,SAC,LAC,121985,1340755,,12,4.11,1.28,1.67,0.53,0.83,0.31,0.1,5.78,5.39,7.06,0.41,2.95,2.04,0.89,1.53,0.88,0.73,3.57,1.42,8.55,8.55,8.89,2.96,0.43%,154,151,SUN,180026,244,6413219,4.63,13.93,0,0,0.08,4.71,6.8,8.89,10.98,14.12,15.43,21.7,
18583,"Doug McDermott",3000,SF,SAC,LAC,121985,554804,,3,0.65,0.06,0.02,0.18,0.09,0.01,0,0.67,0.71,0.73,0.01,0.08,0.1,0.04,0.43,0.03,0.02,0.53,0.22,0.69,0.69,0.82,0.27,0.05%,154,151,SUN,12541,247,18583,0,1.64,0,0,0,0.35,0.59,0.82,1.05,1.41,1.49,1.56,
37801,"Markelle Fultz",,,SAC,LAC,121985,946824,,6,1.68,0.78,0.95,0.03,0.41,0.16,0.08,2.63,2.46,3.41,0.24,1.73,1.53,0.74,0.1,0.16,0.12,1.63,0.77,4.35,4.35,4.37,32,0.0%,154,151,SUN,38268,249,37801,1.66,7.64,0,0,0,1.54,3.08,4.37,5.66,7.45,8.48,12.6,
1087,"Chris Paul",4900,PG,SAS,MIN,121983,229598,,28,8.73,2.89,7.17,1.58,1.35,1.42,0.27,15.9,11.62,18.79,1.69,10.06,3.47,1.47,4.25,1.17,1.06,7.72,3.05,26.67,26.67,26.72,5.45,8.54%,144,146,SUN,12012,250,1087,19.43,35.15,8.28,8.28,21.22,19.34,23.41,26.72,30.03,35.37,37.66,47.84,
13901,"Harrison Barnes",4200,SF/PF,SAS,MIN,121983,552336,,24,9.71,4.21,1.71,1.53,0.39,0.29,0.34,11.42,13.92,15.63,0.63,5.92,3.52,1.66,3.76,2.27,1.8,7.28,3.19,18.83,18.83,19.38,4.61,1.31%,144,146,SUN,12377,251,13901,13.21,26.47,1.44,1.44,6.35,13.26,16.83,19.38,22.18,26.78,28.56,37.23,
37900,"De'Aaron Fox",8600,PG/SG,SAS,MIN,121983,957489,,34,22.16,4.68,5.83,2.25,2.48,1.49,0.56,27.99,26.84,32.67,2.05,10.51,12.21,5.48,6.7,5.67,4.45,18.91,7.73,40.19,40.19,40.88,4.75,6.98%,144,146,SUN,38271,252,37900,31.74,51.11,5.8,5.8,10.54,31.8,36.84,40.88,44.92,51.23,54,66.62,
1115463,"Keldon Johnson",4400,SF/PF,SAS,MIN,121983,1134174,,25,11.81,4.78,1.79,1.31,1.14,0.58,0.27,13.6,16.59,18.38,0.85,6.57,5.84,2.86,3.93,2.77,2.14,9.77,4.17,21.64,21.64,22.28,5.06,4.89%,144,146,SUN,69995,254,1115463,15.67,29.76,2.99,2.99,12.16,15.7,19.24,22.28,25.07,29.88,31.9,39.75,
2439442,"Devin Vassell",6100,SG/SF,SAS,MIN,121983,1132051,,33,17.69,4.17,2.33,2.49,1.17,1.1,0.44,20.02,21.86,24.19,1.54,6.5,8.91,4,6.94,2.82,2.23,15.85,6.49,29.64,29.64,30.15,4.94,7.79%,144,146,SUN,91366,255,2439442,22.23,38.99,6.44,6.44,14.55,22.11,26.55,30.15,33.42,38.94,41.2,51.26,
3005245,"Sandro Mamukelashvili",4000,PF/C,SAS,MIN,121983,1060351,,5,2.7,1.14,0.2,0.41,0.31,0.21,0.22,2.9,3.84,4.04,0.43,1.34,1.12,0.53,1.15,0.57,0.42,2.27,0.94,5.35,5.35,5.34,1.34,0.27%,144,146,SUN,69792,257,3005245,2.14,9.49,0,0,0,2.14,3.74,5.34,6.94,9.35,10.68,15.75,
3588015,"Blake Wesley",3000,PG,SAS,MIN,121983,1325125,,1,0.31,0.1,0.39,0.01,0.07,0.06,0.01,0.7,0.41,0.8,0.07,0.49,0.19,0.1,0.05,0.1,0.07,0.24,0.11,1.16,1.16,1.13,0.38,0.5%,144,146,SUN,179868,259,3588015,0,2.26,0,0,0,0,0,1.13,1.7,3.11,3.39,6.22,
3588016,"Jeremy Sochan",5100,PF/C,SAS,MIN,121983,1342728,,25,10.12,6.77,2.21,0.71,1.37,0.65,0.41,12.33,16.89,19.1,1.06,8.98,6.42,3.29,2.24,1.96,1.42,8.66,4,23.37,23.37,23.8,4.67,0.32%,144,146,SUN,179331,260,3588016,17.38,31.1,1.71,1.71,6.85,17.47,21.01,23.8,26.84,31.4,33.17,41.53,
3588017,"Malaki Branham",3000,SG/SF,SAS,MIN,121983,1325163,,1,0.35,0.23,0.03,0.05,0.05,0,0,0.38,0.58,0.61,0,0.26,0.19,0.08,0.14,0.04,0.03,0.33,0.13,0.62,0.62,0.68,0.23,0.05%,144,146,SUN,179876,261,3588017,0,1.36,0,0,0,0.29,0.49,0.68,0.87,1.17,1.24,1.3,
3597312,"Julian Champagnie",,,SAS,MIN,121983,1176070,,17,6.04,2.52,1.42,1.34,0.56,0.84,0.54,7.46,8.56,9.98,1.38,3.94,1.46,0.62,3.66,0.93,0.8,5.12,1.96,14.77,14.77,14.47,32,0.0%,144,146,SUN,89784,262,3597312,8.96,20.76,0.28,0.28,2.07,8.89,11.93,14.47,17.01,20.82,22.34,30.21,
6413239,"Stephon Castle",6200,PG/SG,SAS,MIN,121983,1461118,,27,15.61,4.51,2.95,1.38,2.4,1.14,0.31,18.56,20.12,23.07,1.45,7.46,9.05,4,4.85,4.8,3.47,13.9,5.38,27.4,27.4,28.09,4.53,1.02%,144,146,SUN,288759,265,6413239,20.78,35.97,1.98,1.98,6.65,20.7,24.64,28.09,31.29,35.97,37.95,47.56,
13312,"Bismack Biyombo",4500,C,SAS,MIN,121983,599797,,20,6.54,5.75,0.95,0,1,0.37,0.87,7.49,12.29,13.24,1.24,6.7,4.71,2.83,0,2.11,0.88,4.71,2.83,17.59,17.59,17.15,3.81,0.45%,144,146,SUN,12325,267,13312,12.04,22.92,0.09,0.09,0.54,11.93,14.91,17.15,19.64,23.12,24.61,31.32,
409280,"Svi Mykhailiuk",3600,SG/SF,UTA,PHI,121981,843265,,21,9.87,3.05,2.26,2.39,1.29,0.31,0.33,12.13,12.92,15.18,0.64,5.31,2.58,1,6.66,0.92,0.7,9.24,3.39,17.55,17.55,18.9,5.25,3.38%,149,128,SUN,72692,272,409280,11.02,27.83,0.33,0.33,18.29,10.85,15.4,18.9,22.4,28,30.45,42,
2439615,"KJ Martin",3800,PF,UTA,PHI,121981,1257431,,28,8.16,4.87,1.71,0.41,0.8,0.64,1.05,9.87,13.03,14.74,1.69,6.58,5.09,2.87,1.27,1.79,1.19,6.36,3.28,20.84,20.84,20,5.26,5.14%,149,128,SUN,12368,273,2439615,14.11,26.5,2.89,2.89,11.3,14,17.25,20,22.5,26.5,28,36.25,
3080545,"Micah Potter",3200,PF/C,UTA,PHI,121981,945061,,21,5.57,6.68,0.9,1.19,0.64,0.46,0.31,6.47,12.25,13.15,0.77,7.58,1.46,0.68,3.15,0.76,0.65,4.61,1.87,16.61,16.61,17.11,5.35,4.04%,149,128,SUN,70478,275,3080545,11.56,23.74,2.58,2.58,11.25,11.41,14.78,17.11,19.7,24.11,25.92,34.22,
3583942,"Johnny Juzang",4200,SG/SF,UTA,PHI,121981,1186159,,26,13.18,4.27,1.23,3,0.71,0.66,0.53,14.41,17.45,18.68,1.19,5.5,3.33,1.43,7.84,1.68,1.32,11.17,4.43,23.01,23.01,23.9,5.69,12.49%,149,128,SUN,91839,276,3583942,16.06,32.35,3.55,3.55,24.59,15.75,20.43,23.9,27.27,32.62,34.87,44.43,
4878701,"Brice Sensabaugh",5000,SF,UTA,PHI,121981,1408260,,27,16.42,4.29,2.22,3.01,1.81,0.7,0.2,18.64,20.71,22.93,0.9,6.51,6.27,2.63,8.49,2.34,2.14,14.76,5.64,25.79,25.79,27.52,5.5,11.59%,149,128,SUN,244814,280,4878701,19.73,36.46,8.12,8.12,23.73,19.85,24.34,27.52,31.22,36.78,38.9,49.22,
4878702,"Keyonte George",6400,PG,UTA,PHI,121981,1408151,,31,20.1,4.58,5.24,3.14,3.14,0.47,0.43,25.34,24.68,29.92,0.9,9.82,7.56,3,9.23,5.74,4.68,16.79,6.14,33.02,33.02,35.56,5.56,17.49%,149,128,SUN,245017,281,4878702,26.78,45.51,20.75,20.75,24.58,26.73,31.78,35.56,39.34,45.65,47.92,59.52,
6413281,"Kyle Filipowski",5900,C,UTA,PHI,121981,1403609,,31,16.99,9.67,2.58,1.99,3.02,0.78,0.43,19.57,26.66,29.24,1.21,12.25,7.55,4.08,5.1,4.66,2.88,12.65,6.07,33.07,33.07,35.38,6,22.82%,149,128,SUN,245488,282,6413281,26.58,45.05,16.71,16.71,38.83,26.54,31.54,35.38,39.67,45.3,47.71,58.16,
6413282,"Isaiah Collier",6300,PG,UTA,PHI,121981,1463591,,31,13.29,4.12,7.67,1.71,3.24,0.79,0.46,20.96,17.41,25.08,1.25,11.79,6.55,2.85,4.93,2.96,2.46,11.48,4.56,30.25,30.25,31.99,5.08,6.7%,149,128,SUN,288765,283,6413282,23.78,41.49,8.22,8.22,14.14,23.68,28.21,31.99,35.52,41.56,44.33,55.16,
6413283,"Cody Williams",3500,SF,UTA,PHI,121981,1458830,,24,6.43,2.89,1.78,0.96,1.23,0.52,0.41,8.21,9.32,11.1,0.93,4.67,3.42,1.21,3.36,1.51,1.13,6.78,2.17,14.13,14.13,14.44,4.13,0.47%,149,128,SUN,289633,284,6413283,8.92,20.85,0.12,0.12,2.63,8.89,11.94,14.44,16.94,21.1,22.77,30.55,
